Model,TBS2074B
-6.816e-01,-8.00001e-05,0.00054,1.16,2.98023e-12
-6.784e-01,-0.00016,0.00042,1,-4e-05
-6.752e-01,-0.00024,0.0005,0.76,-0.00016
-6.720e-01,-0.00024,0.00058,0.6,0.00012
-6.688e-01,-8.00001e-05,0.00062,0.44,2.98023e-12
-6.656e-01,-9.53674e-11,0.00034,0.2,-0.0002
-6.624e-01,-9.53674e-11,0.00042,0.04,-4e-05
-6.592e-01,-9.53674e-11,0.00034,-0.12,4e-05
-6.560e-01,-0.00016,0.0007,-0.36,2.98023e-12
-6.528e-01,-0.00016,0.00042,-0.6,0.00012
-6.496e-01,-8.00001e-05,0.0005,-0.76,-4e-05
-6.464e-01,-9.53674e-11,0.00042,-1,2.98023e-12
-6.432e-01,-8.00001e-05,0.00054,-1.16,2.98023e-12
-6.400e-01,-0.00016,0.00066,-1.32,8e-05
-6.368e-01,-0.00016,0.0005,-1.56,8e-05
-6.336e-01,-8.00001e-05,0.00046,-1.4,2.98023e-12
-6.304e-01,-0.00024,0.00046,-1.24,8e-05
-6.272e-01,-0.00016,0.00026,-1.08,2.98023e-12
-6.240e-01,-0.00016,0.00034,-0.84,0.00012
-6.208e-01,-0.00016,0.0005,-0.6,-4e-05
-6.176e-01,-0.00024,0.00042,-0.44,0.00012
-6.144e-01,-9.53674e-11,0.00038,-0.28,0.00012
-6.112e-01,-8.00001e-05,0.00042,-0.04,2.98023e-12
-6.080e-01,-9.53674e-11,0.00046,0.12,4e-05
-6.048e-01,-8.00001e-05,0.0005,0.36,-0.00012
-6.016e-01,-8.00001e-05,0.00042,0.52,-4e-05
-5.984e-01,-8.00001e-05,0.00038,0.76,8e-05
-5.952e-01,-0.00032,0.00058,0.92,-4e-05
-5.920e-01,-0.00016,0.00046,1.08,-0.00012
-5.888e-01,-0.00016,0.00058,1.32,8e-05
-5.856e-01,-9.53674e-11,0.00038,1.48,-8e-05
-5.824e-01,-8.00001e-05,0.00038,1.24,4e-05
-5.792e-01,-0.00016,0.00062,1,2.98023e-12
-5.760e-01,-0.00016,0.00034,0.84,-4e-05
-5.728e-01,-8.00001e-05,0.00066,0.6,0.00012
-5.696e-01,-8.00001e-05,0.0005,0.44,2.98023e-12
-5.664e-01,-0.00016,0.00046,0.28,-8e-05
-5.632e-01,-8.00001e-05,0.00034,0.04,4e-05
-5.600e-01,-9.53674e-11,0.00054,-0.12,-0.00012
-5.568e-01,-8.00001e-05,0.00062,-0.28,-4e-05
-5.536e-01,-0.00024,0.00058,-0.6,2.98023e-12
-5.504e-01,0.00016,0.00042,-0.76,4e-05
-5.472e-01,-8.00001e-05,0.0003,-0.92,-0.00016
-5.440e-01,-9.53674e-11,0.00042,-1.16,2.98023e-12
-5.408e-01,-0.00016,0.0005,-1.32,-0.0002
-5.376e-01,-0.00016,0.00054,-1.48,-4e-05
-5.344e-01,-0.00024,0.0005,-1.48,-4e-05
-5.312e-01,-0.00016,0.00038,-1.24,8e-05
-5.280e-01,7.99999e-05,0.00038,-1.08,2.98023e-12
-5.248e-01,-0.00016,0.00054,-0.84,-8e-05
-5.216e-01,-8.00001e-05,0.0005,-0.68,0.00016
-5.184e-01,-0.00024,0.00042,-0.44,-4e-05
-5.152e-01,-8.00001e-05,0.00054,-0.28,0.00012
-5.120e-01,-0.00024,0.00042,-0.12,0.00024
-5.088e-01,-8.00001e-05,0.00038,0.12,8e-05
-5.056e-01,-8.00001e-05,0.00054,0.28,4e-05
-5.024e-01,-9.53674e-11,0.00038,0.52,4e-05
-4.992e-01,-8.00001e-05,0.00026,0.68,8e-05
-4.960e-01,-0.00024,0.00034,0.92,-8e-05
-4.928e-01,-0.00016,0.00046,1.08,-0.00016
-4.896e-01,-8.00001e-05,0.0005,1.24,-4e-05
-4.864e-01,-0.00016,0.00038,1.48,0.00012
-4.832e-01,-8.00001e-05,0.00042,1.24,-4e-05
-4.800e-01,-8.00001e-05,0.0003,1.08,8e-05
-4.768e-01,-9.53674e-11,0.00042,0.92,2.98023e-12
-4.736e-01,-9.53674e-11,0.0005,0.68,4e-05
-4.704e-01,-0.00016,0.00038,0.52,4e-05
-4.672e-01,-9.53674e-11,0.00054,0.36,4e-05
-4.640e-01,-9.53674e-11,0.00042,0.12,4e-05
-4.608e-01,-9.53674e-11,0.0005,-0.12,-0.00016
-4.576e-01,-8.00001e-05,0.00054,-0.28,0.00012
-4.544e-01,-8.00001e-05,0.00046,-0.44,2.98023e-12
-4.512e-01,-0.00016,0.00042,-0.68,-4e-05
-4.480e-01,-9.53674e-11,0.00038,-0.84,-4e-05
-4.448e-01,-8.00001e-05,0.00026,-1.08,0.00012
-4.416e-01,-8.00001e-05,0.00042,-1.24,-8e-05
-4.384e-01,-8.00001e-05,0.00058,-1.48,4e-05
-4.352e-01,-8.00001e-05,0.00038,-1.48,2.98023e-12
-4.320e-01,-9.53674e-11,0.0005,-1.4,0.00012
-4.288e-01,-8.00001e-05,0.00034,-1.16,-4e-05
-4.256e-01,7.99999e-05,0.00042,-0.92,-8e-05
-4.224e-01,-8.00001e-05,0.00066,-0.76,-4e-05
-4.192e-01,-8.00001e-05,0.0007,-0.52,-0.00016
-4.160e-01,-9.53674e-11,0.00054,-0.36,4e-05
-4.128e-01,7.99999e-05,0.0005,-0.12,2.98023e-12
-4.096e-01,-8.00001e-05,0.00038,0.04,4e-05
-4.064e-01,-9.53674e-11,0.00062,0.28,-4e-05
-4.032e-01,-0.00016,0.00062,0.44,-4e-05
-4.000e-01,-0.00024,0.00058,0.6,4e-05
-3.968e-01,7.99999e-05,0.00058,0.84,2.98023e-12
-3.936e-01,-0.00016,0.00038,1,8e-05
-3.904e-01,-8.00001e-05,0.00046,1.24,-0.00012
-3.872e-01,-8.00001e-05,0.00046,1.4,4e-05
-3.840e-01,-9.53674e-11,0.00038,1.32,2.98023e-12
-3.808e-01,-0.00016,0.00038,1.16,4e-05
-3.776e-01,-0.00016,0.0005,0.92,0.00012
-3.744e-01,-0.00016,0.00042,0.76,8e-05
-3.712e-01,-0.00016,0.00054,0.52,-4e-05
-3.680e-01,-0.00016,0.00018,0.36,0.00012
-3.648e-01,-8.00001e-05,0.00058,0.2,-8e-05
-3.616e-01,-8.00001e-05,0.00038,-0.04,2.98023e-12
-3.584e-01,-8.00001e-05,0.00046,-0.2,8e-05
-3.552e-01,-8.00001e-05,0.00054,-0.44,4e-05
-3.520e-01,-0.00016,0.00062,-0.6,8e-05
-3.488e-01,-8.00001e-05,0.00042,-0.84,0.00012
-3.456e-01,0.00016,0.00046,-1,-4e-05
-3.424e-01,7.99999e-05,0.00042,-1.24,4e-05
-3.392e-01,7.99999e-05,0.00062,-1.4,2.98023e-12
-3.360e-01,-9.53674e-11,0.00046,-1.56,2.98023e-12
-3.328e-01,-8.00001e-05,0.0005,-1.4,-8e-05
-3.296e-01,-0.00024,0.00042,-1.16,2.98023e-12
-3.264e-01,-0.00016,0.00062,-1,8e-05
-3.232e-01,-9.53674e-11,0.00058,-0.76,4e-05
-3.200e-01,-0.00016,0.00054,-0.68,4e-05
-3.168e-01,-9.53674e-11,0.00038,-0.36,-4e-05
-3.136e-01,-9.53674e-11,0.00058,-0.2,-4e-05
-3.104e-01,-9.53674e-11,0.00066,0.04,4e-05
-3.072e-01,-8.00001e-05,0.0005,0.2,-4e-05
-3.040e-01,7.99999e-05,0.0005,0.36,4e-05
-3.008e-01,-9.53674e-11,0.0005,0.6,-0.00016
-2.976e-01,-0.00016,0.00042,0.76,-4e-05
-2.944e-01,-9.53674e-11,0.00046,1,2.98023e-12
-2.912e-01,-8.00001e-05,0.00042,1.16,-0.00012
-2.880e-01,-9.53674e-11,0.00054,1.32,4e-05
-2.848e-01,-0.00016,0.00042,1.4,2.98023e-12
-2.816e-01,-9.53674e-11,0.00054,1.24,2.98023e-12
-2.784e-01,-0.00016,0.0005,1,-0.0002
-2.752e-01,-8.00001e-05,0.00054,0.84,2.98023e-12
-2.720e-01,-0.00016,0.00046,0.6,-0.00016
-2.688e-01,-9.53674e-11,0.00046,0.44,-8e-05
-2.656e-01,-0.00024,0.00046,0.2,8e-05
-2.624e-01,-8.00001e-05,0.00054,0.04,-4e-05
-2.592e-01,-0.00016,0.00046,-0.2,-4e-05
-2.560e-01,-9.53674e-11,0.0005,-0.36,-4e-05
-2.528e-01,-8.00001e-05,0.00054,-0.52,-8e-05
-2.496e-01,-8.00001e-05,0.00042,-0.76,-0.00012
-2.464e-01,-8.00001e-05,0.00046,-0.92,2.98023e-12
-2.432e-01,-8.00001e-05,0.00058,-1.16,-8e-05
-2.400e-01,-8.00001e-05,0.00046,-1.32,-4e-05
-2.368e-01,-0.00024,0.00058,-1.56,-0.00024
-2.336e-01,-0.00016,0.00054,-1.4,-0.00012
-2.304e-01,-8.00001e-05,0.00066,-1.24,4e-05
-2.272e-01,-8.00001e-05,0.0005,-1,2.98023e-12
-2.240e-01,-9.53674e-11,0.00062,-0.84,-0.00016
-2.208e-01,-8.00001e-05,0.00042,-0.6,-4e-05
-2.176e-01,-0.00016,0.00042,-0.44,4e-05
-2.144e-01,-8.00001e-05,0.00046,-0.2,-8e-05
-2.112e-01,-9.53674e-11,0.00058,-0.04,8e-05
-2.080e-01,-0.00016,0.0005,0.2,-0.00016
-2.048e-01,-8.00001e-05,0.00058,0.36,-8e-05
-2.016e-01,-9.53674e-11,0.00038,0.52,-8e-05
-1.984e-01,-0.00016,0.00034,0.68,-8e-05
-1.952e-01,-9.53674e-11,0.00042,0.92,4e-05
-1.920e-01,-9.53674e-11,0.00054,1.16,8e-05
-1.888e-01,-0.00024,0.00054,1.32,-0.00016
-1.856e-01,-0.00016,0.00042,1.4,2.98023e-12
-1.824e-01,-8.00001e-05,0.00038,1.24,2.98023e-12
-1.792e-01,-8.00001e-05,0.00038,1.08,-8e-05
-1.760e-01,-8.00001e-05,0.00042,0.84,-0.00012
-1.728e-01,-8.00001e-05,0.00042,0.68,-4e-05
-1.696e-01,-9.53674e-11,0.00054,0.44,-0.00012
-1.664e-01,-8.00001e-05,0.00042,0.28,-4e-05
-1.632e-01,-8.00001e-05,0.00058,0.04,-0.00012
-1.600e-01,-8.00001e-05,0.00058,-0.12,2.98023e-12
-1.568e-01,-0.00016,0.00058,-0.28,4e-05
-1.536e-01,-0.00016,0.00058,-0.6,2.98023e-12
-1.504e-01,-8.00001e-05,0.00038,-0.68,-4e-05
-1.472e-01,-0.00016,0.00058,-0.92,-8e-05
-1.440e-01,-8.00001e-05,0.0005,-1.08,4e-05
-1.408e-01,-0.00016,0.00054,-1.32,-0.00012
-1.376e-01,-8.00001e-05,0.00058,-1.48,-8e-05
-1.344e-01,-8.00001e-05,0.00054,-1.48,-8e-05
-1.312e-01,7.99999e-05,0.00042,-1.32,0.00012
-1.280e-01,-8.00001e-05,0.00038,-1.08,4e-05
-1.248e-01,-9.53674e-11,0.0005,-0.84,4e-05
-1.216e-01,-8.00001e-05,0.00034,-0.68,2.98023e-12
-1.184e-01,-9.53674e-11,0.00054,-0.52,-4e-05
-1.152e-01,-0.00016,0.00034,-0.36,-8e-05
-1.120e-01,-0.00024,0.00054,-0.12,-4e-05
-1.088e-01,-0.00016,0.00026,0.12,2.98023e-12
-1.056e-01,-9.53674e-11,0.0005,0.28,4e-05
-1.024e-01,-8.00001e-05,0.00034,0.44,2.98023e-12
-9.920e-02,-8.00001e-05,0.00038,0.68,2.98023e-12
-9.600e-02,-8.00001e-05,0.00022,0.84,0.00012
-9.280e-02,-8.00001e-05,0.00042,1.08,4e-05
-8.960e-02,-8.00001e-05,0.00038,1.24,0.00012
-8.640e-02,-8.00001e-05,0.0005,1.4,-4e-05
-8.320e-02,-8.00001e-05,0.00042,1.32,-0.00012
-8.000e-02,-0.00016,0.00046,1.08,-4e-05
-7.680e-02,-9.53674e-11,0.00034,0.92,2.98023e-12
-7.360e-02,-9.53674e-11,0.00046,0.68,-0.00012
-7.040e-02,-0.00024,0.00042,0.52,2.98023e-12
-6.720e-02,-0.00016,0.00054,0.28,-8e-05
-6.400e-02,-0.00016,0.0005,0.12,-8e-05
-6.080e-02,-0.00016,0.00038,-0.12,2.98023e-12
-5.760e-02,-0.00016,0.00038,-0.28,-4e-05
-5.440e-02,-8.00001e-05,0.00046,-0.52,0.0002
-5.120e-02,-0.00016,0.0005,-0.68,-8e-05
-4.800e-02,-0.00024,0.0005,-0.84,-4e-05
-4.480e-02,-0.00016,0.00042,-1.08,2.98023e-12
-4.160e-02,-8.00001e-05,0.00034,-1.24,-0.00012
-3.840e-02,7.99999e-05,0.0003,-1.48,-8e-05
-3.520e-02,-8.00001e-05,0.00046,-1.48,-4e-05
-3.200e-02,-0.00016,0.00042,-1.32,-8e-05
-2.880e-02,-8.00001e-05,0.00038,-1.16,-0.00012
-2.560e-02,-9.53674e-11,0.00042,-0.92,2.98023e-12
-2.240e-02,-9.53674e-11,0.00038,-0.76,4e-05
-1.920e-02,-9.53674e-11,0.00042,-0.52,-4e-05
-1.600e-02,-0.00016,0.0005,-0.36,-4e-05
-1.280e-02,-9.53674e-11,0.00042,-0.12,-8e-05
-9.600e-03,7.99999e-05,0.00038,0.04,4e-05
-6.400e-03,-8.00001e-05,0.00034,0.28,-4e-05
-3.200e-03,-0.00024,0.00038,0.44,-8e-05
5.850e-14,-0.00016,0.00042,0.6,2.98023e-12
3.200e-03,-0.00016,0.00042,0.84,-8e-05
6.400e-03,-8.00001e-05,0.0003,1,0.0002
9.600e-03,-9.53674e-11,0.00034,1.24,-4e-05
1.280e-02,-0.00024,0.00062,1.4,2.98023e-12
1.600e-02,-0.00016,0.0003,1.4,4e-05
1.920e-02,-8.00001e-05,0.0003,1.16,2.98023e-12
2.240e-02,-0.00016,0.00038,0.92,2.98023e-12
2.560e-02,-8.00001e-05,0.00038,0.76,2.98023e-12
2.880e-02,-9.53674e-11,0.00046,0.52,-0.00012
3.200e-02,-8.00001e-05,0.00038,0.36,8e-05
3.520e-02,-8.00001e-05,0.00038,0.2,-4e-05
3.840e-02,-0.00024,0.00042,-0.04,2.98023e-12
4.160e-02,-9.53674e-11,0.00054,-0.28,2.98023e-12
4.480e-02,-9.53674e-11,0.0003,-0.44,-4e-05
4.800e-02,-9.53674e-11,0.00022,-0.6,4e-05
5.120e-02,-9.53674e-11,0.00022,-0.84,-8e-05
5.440e-02,-9.53674e-11,0.00038,-1,8e-05
5.760e-02,-8.00001e-05,0.00034,-1.16,2.98023e-12
6.080e-02,-0.00016,0.00034,-1.4,0.00016
6.400e-02,-0.00016,0.00026,-1.56,-4e-05
6.720e-02,-0.00024,0.00034,-1.32,2.98023e-12
7.040e-02,-8.00001e-05,0.00026,-1.16,4e-05
7.360e-02,-0.00016,0.00026,-1,4e-05
7.680e-02,-9.53674e-11,0.00038,-0.76,-8e-05
8.000e-02,-0.00024,0.0003,-0.6,4e-05
8.320e-02,-9.53674e-11,0.00022,-0.36,4e-05
8.640e-02,-8.00001e-05,0.00034,-0.2,-8e-05
8.960e-02,-8.00001e-05,0.00018,-0.04,0.00016
9.280e-02,-0.00016,0.00038,0.2,-4e-05
9.600e-02,-0.00016,0.00038,0.36,2.98023e-12
9.920e-02,-8.00001e-05,0.00022,0.6,0.00016
1.024e-01,-0.00016,0.00026,0.76,-4e-05
1.056e-01,-8.00001e-05,0.0003,1,-4e-05
1.088e-01,-9.53674e-11,0.00014,1.16,2.98023e-12
1.120e-01,-8.00001e-05,0.00038,1.4,0.0002
1.152e-01,-9.53674e-11,0.00034,1.4,2.98023e-12
1.184e-01,-8.00001e-05,0.0003,1.16,0.00012
1.216e-01,-0.00016,0.00038,1,8e-05
1.248e-01,-9.53674e-11,0.00042,0.84,8e-05
1.280e-01,-0.00024,0.00034,0.6,4e-05
1.312e-01,-8.00001e-05,0.00026,0.44,2.98023e-12
1.344e-01,-8.00001e-05,0.00026,0.2,2.98023e-12
1.376e-01,-8.00001e-05,0.00038,0.04,-0.00012
1.408e-01,-8.00001e-05,0.0003,-0.12,-4e-05
1.440e-01,-8.00001e-05,0.00034,-0.36,2.98023e-12
1.472e-01,-9.53674e-11,0.00038,-0.52,2.98023e-12
1.504e-01,-9.53674e-11,0.00042,-0.76,-4e-05
1.536e-01,-0.00016,0.00026,-0.92,-0.00012
1.568e-01,-9.53674e-11,0.00034,-1.16,0.00012
1.600e-01,-8.00001e-05,0.00042,-1.4,2.98023e-12
1.632e-01,-9.53674e-11,0.00046,-1.56,-0.00012
1.664e-01,-8.00001e-05,0.00026,-1.4,2.98023e-12
1.696e-01,-0.00016,0.00026,-1.24,0.00012
1.728e-01,-9.53674e-11,0.00018,-1.08,0.00012
1.760e-01,-8.00001e-05,0.00042,-0.84,4e-05
1.792e-01,-8.00001e-05,0.00034,-0.6,-8e-05
1.824e-01,-8.00001e-05,2e-05,-0.44,0.00012
1.856e-01,-8.00001e-05,0.00022,-0.28,0.00012
1.888e-01,-0.00016,0.00038,-0.04,4e-05
1.920e-01,-8.00001e-05,0.00018,0.12,0.00012
1.952e-01,-8.00001e-05,0.0003,0.36,0.00012
1.984e-01,-0.00024,0.0001,0.52,8e-05
2.016e-01,-9.53674e-11,0.00022,0.76,-8e-05
2.048e-01,-9.53674e-11,0.00018,0.92,0.00012
2.080e-01,-8.00001e-05,0.00038,1.16,-8e-05
2.112e-01,-0.00016,0.00026,1.32,8e-05
2.144e-01,-8.00001e-05,0.00026,1.4,0.00012
2.176e-01,-0.00016,0.00022,1.24,4e-05
2.208e-01,-8.00001e-05,0.00026,1,0.00016
2.240e-01,-0.00016,0.00022,0.84,8e-05
2.272e-01,-0.00016,0.00022,0.68,-8e-05
2.304e-01,-9.53674e-11,0.00026,0.44,-8e-05
2.336e-01,-8.00001e-05,0.00018,0.28,-8e-05
2.368e-01,-8.00001e-05,0.00022,0.04,2.98023e-12
2.400e-01,-9.53674e-11,0.00038,-0.12,2.98023e-12
2.432e-01,-0.00024,0.00022,-0.36,4e-05
2.464e-01,-9.53674e-11,0.00042,-0.52,4e-05
2.496e-01,-0.00016,0.00014,-0.68,-8e-05
2.528e-01,-8.00001e-05,0.00018,-0.92,4e-05
2.560e-01,-8.00001e-05,0.0003,-1.08,0.00012
2.592e-01,-8.00001e-05,0.0001,-1.32,8e-05
2.624e-01,-8.00001e-05,0.00022,-1.48,2.98023e-12
2.656e-01,-8.00001e-05,0.00046,-1.48,-8e-05
2.688e-01,-0.00016,0.00018,-1.24,-0.0002
2.720e-01,-0.00016,0.0003,-1.08,8e-05
2.752e-01,-0.00016,0.00034,-0.84,2.98023e-12
2.784e-01,-8.00001e-05,0.0005,-0.68,4e-05
2.816e-01,-8.00001e-05,2e-05,-0.44,8e-05
2.848e-01,-8.00001e-05,0.00014,-0.28,2.98023e-12
2.880e-01,-0.00016,0.00022,-0.12,2.98023e-12
2.912e-01,-0.00024,0.0003,0.12,-8e-05
2.944e-01,-9.53674e-11,0.0003,0.28,4e-05
2.976e-01,-8.00001e-05,0.0003,0.52,-4e-05
3.008e-01,-8.00001e-05,0.00038,0.68,-4e-05
3.040e-01,-8.00001e-05,0.0001,0.84,-4e-05
3.072e-01,-8.00001e-05,0.00022,1.08,2.98023e-12
3.104e-01,-0.00016,0.00034,1.32,-0.00016
3.136e-01,-0.00016,0.00034,1.48,0.00012
3.168e-01,-0.00024,0.0003,1.32,2.98023e-12
3.200e-01,-9.53674e-11,0.00038,1.08,-8e-05
3.232e-01,7.99999e-05,0.0001,0.84,2.98023e-12
3.264e-01,-0.00016,0.0003,0.68,-8e-05
3.296e-01,-0.00016,0.00014,0.52,0.00012
3.328e-01,7.99999e-05,0.00026,0.28,0.00012
3.360e-01,-0.00024,0.00046,0.12,-8e-05
3.392e-01,-0.00016,0.00038,-0.12,4e-05
3.424e-01,-0.00016,0.0003,-0.28,8e-05
3.456e-01,-8.00001e-05,0.00038,-0.44,-8e-05
3.488e-01,-0.00016,0.00038,-0.68,8e-05
3.520e-01,-8.00001e-05,0.00022,-0.84,-8e-05
3.552e-01,-8.00001e-05,0.00022,-1.16,8e-05
3.584e-01,-8.00001e-05,0.00026,-1.24,8e-05
3.616e-01,-8.00001e-05,0.0003,-1.4,4e-05
3.648e-01,-8.00001e-05,0.0003,-1.48,4e-05
3.680e-01,-0.00024,0.00034,-1.32,-0.00016
3.712e-01,-0.00016,0.00022,-1.16,0.00016
3.744e-01,-8.00001e-05,0.00022,-0.92,0.0002
3.776e-01,-0.00016,0.00026,-0.68,4e-05
3.808e-01,-8.00001e-05,0.00026,-0.52,-8e-05
3.840e-01,-9.53674e-11,0.0003,-0.36,0.00012
3.872e-01,-0.00016,0.0001,-0.12,8e-05
3.904e-01,-8.00001e-05,6e-05,0.04,0.00012
3.936e-01,-8.00001e-05,0.0003,0.28,-8e-05
3.968e-01,-8.00001e-05,0.00022,0.44,2.98023e-12
4.000e-01,-8.00001e-05,0.00022,0.6,4e-05
4.032e-01,-0.00024,0.00022,0.84,4e-05
4.064e-01,-0.00024,0.00014,1,-0.00024
4.096e-01,-0.00016,0.00026,1.24,0.00012
4.128e-01,-0.00016,0.00026,1.4,2.98023e-12
4.160e-01,-8.00001e-05,0.00022,1.32,0.00012
4.192e-01,-0.00024,0.00034,1.16,-8e-05
4.224e-01,-8.00001e-05,0.00026,0.92,2.98023e-12
4.256e-01,-9.53674e-11,0.00042,0.76,-8e-05
4.288e-01,-0.00016,0.0003,0.52,4e-05
4.320e-01,-8.00001e-05,0.0001,0.36,-0.00012
4.352e-01,-0.00016,6e-05,0.2,4e-05
4.384e-01,-8.00001e-05,0.0003,-0.04,8e-05
4.416e-01,-9.53674e-11,0.00026,-0.2,-0.0002
4.448e-01,-8.00001e-05,0.00046,-0.44,-8e-05
4.480e-01,-0.00016,0.00022,-0.6,0.00012
4.512e-01,-8.00001e-05,0.00034,-0.84,8e-05
4.544e-01,-0.00024,0.00022,-1,2.98023e-12
4.576e-01,-0.00016,0.00034,-1.16,0.00012
4.608e-01,-8.00001e-05,0.00042,-1.4,2.98023e-12
4.640e-01,-0.00024,0.00022,-1.56,8e-05
4.672e-01,-8.00001e-05,0.00026,-1.4,2.98023e-12
4.704e-01,-8.00001e-05,0.00018,-1.16,4e-05
4.736e-01,-0.00016,0.00026,-0.92,-8e-05
4.768e-01,-9.53674e-11,0.00022,-0.76,4e-05
4.800e-01,-0.00016,0.00042,-0.6,2.98023e-12
4.832e-01,-8.00001e-05,0.00026,-0.36,4e-05
4.864e-01,-8.00001e-05,0.00038,-0.2,8e-05
4.896e-01,-9.53674e-11,0.0001,0.04,0.00012
4.928e-01,-8.00001e-05,0.00014,0.12,4e-05
4.960e-01,-8.00001e-05,0.00018,0.36,2.98023e-12
4.992e-01,-0.00016,0.00026,0.52,8e-05
5.024e-01,-9.53674e-11,0.0003,0.76,4e-05
5.056e-01,-0.00016,0.00014,1,2.98023e-12
5.088e-01,-0.00016,0.00018,1.16,-4e-05
5.120e-01,-9.53674e-11,0.00026,1.32,0.0002
5.152e-01,-9.53674e-11,0.00026,1.4,8e-05
5.184e-01,-0.00016,0.00022,1.16,-0.00012
5.216e-01,-8.00001e-05,0.00014,0.92,0.00012
5.248e-01,-0.00016,0.00026,0.76,2.98023e-12
5.280e-01,-8.00001e-05,0.0003,0.6,2.98023e-12
5.312e-01,-9.53674e-11,0.00034,0.44,0.00024
5.344e-01,-8.00001e-05,0.00014,0.2,4e-05
5.376e-01,-0.00032,0.0003,0.04,-0.00016
5.408e-01,-9.53674e-11,0.0001,-0.12,-4e-05
5.440e-01,-0.00016,0.00018,-0.44,8e-05
5.472e-01,-0.00016,0.00018,-0.52,2.98023e-12
5.504e-01,-8.00001e-05,0.0003,-0.76,0.00012
5.536e-01,-0.00024,0.0003,-1,-8e-05
5.568e-01,-0.00024,0.00018,-1.16,4e-05
5.600e-01,7.99999e-05,0.00022,-1.4,0.00012
5.632e-01,-0.00016,0.00046,-1.56,0.00016
5.664e-01,-0.00016,0.0003,-1.4,4e-05
5.696e-01,-0.00016,0.0001,-1.24,4e-05
5.728e-01,-8.00001e-05,0.00014,-1,2.98023e-12
5.760e-01,-0.00024,0.00034,-0.84,2.98023e-12
5.792e-01,-0.00024,0.00026,-0.6,0.00012
5.824e-01,-0.00024,0.00026,-0.44,8e-05
5.856e-01,-0.00032,0.00034,-0.2,8e-05
5.888e-01,-0.00016,0.00022,-0.04,2.98023e-12
5.920e-01,-9.53674e-11,0.00026,0.12,0.00016
